,blue1,blue99,green1,green99,red1,red99,nir1,nir99,date
0,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231106
1,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200618
2,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170809
3,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201113
4,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190424
5,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200615
6,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190518
7,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20221129
8,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211203
9,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201115
10,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190104
11,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220406
12,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170628
13,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211127
14,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230216
15,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230104
16,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230508
17,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220325
18,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170617
19,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190830
20,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200526
21,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211118
22,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220406
23,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190411
24,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220206
25,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190411
26,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210509
27,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180917
28,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210516
29,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210130
30,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210511
31,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200810
32,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190521
33,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180927
34,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210808
35,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200124
36,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220127
37,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191029
38,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200701
39,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20240110
40,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191019
41,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211020
42,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20181005
43,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180607
44,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20221214
45,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20160828
46,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200713
47,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211103
48,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200921
49,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191028
50,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220113
51,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170829
52,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211118
53,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201204
54,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220316
55,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220413
56,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200521
57,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231102
58,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170611
59,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220513
60,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180412
61,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210113
62,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210421
63,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230713
64,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170617
65,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20221127
66,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210331
67,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211025
68,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200623
69,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230507
70,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170626
71,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191007
72,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20171106
73,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220104
74,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210219
75,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180701
76,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220418
77,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180907
78,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230312
79,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180618
80,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200928
81,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220102
82,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211213
83,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170610
84,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190526
85,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180929
86,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180408
87,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220430
88,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191218
89,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210710
90,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200927
91,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231226
92,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230125
93,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190328
94,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210305
95,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180612
96,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20171119
97,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200606
98,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200926
99,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180915
100,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210419
101,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220715
102,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230825
103,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220719
104,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190207
105,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230512
106,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20221208
107,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201111
108,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201016
109,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190421
110,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211106
111,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210204
112,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230303
113,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180607
114,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20161115
115,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220102
116,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210612
117,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20240222
118,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200418
119,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180128
120,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200504
121,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220713
122,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20221105
123,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220103
124,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20171224
125,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201012
126,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220104
127,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210616
128,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191212
129,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231213
130,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210407
131,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220312
132,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231003
133,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200223
134,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230112
135,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180625
136,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210323
137,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170627
138,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220110
139,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220425
140,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220106
141,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180428
142,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200616
143,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170910
144,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230210
145,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201003
146,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211116
147,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220307
148,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210116
149,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200622
150,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220423
151,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220309
152,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20181220
153,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230627
154,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220212
155,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231112
156,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20171014
157,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200713
158,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211116
159,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211206
160,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190422
161,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180501
162,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191218
163,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170603
164,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220721
165,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200818
166,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220208
167,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200810
168,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230421
169,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180409
170,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210608
171,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170713
172,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220426
173,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180411
174,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170611
175,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191019
176,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190527
177,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191029
178,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190827
179,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210209
180,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230228
181,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231105
182,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180203
183,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20191116
184,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200104
185,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20211012
186,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20180917
187,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20170829
188,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20161019
189,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20220325
190,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210516
191,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230720
192,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230325
193,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210925
194,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20231009
195,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210410
196,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20230409
197,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20210425
198,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20200629
199,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190926
200,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20201114
201,0.0,587.0,0.0,1006.0,0.0,1388.0,0.0,2931.0,20190626
