x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
535121.16,3541964.95,wet,assumed perennial,2021-02-21,373.22,651.56,801.78,1484.89,0,-0.39,0
535150.80,3541960.35,wet,assumed perennial,2021-02-21,443.00,698.44,913.00,1828.22,0,-0.45,0
535145.86,3541961.11,wet,assumed perennial,2021-02-21,404.44,655.89,878.44,1787.67,0,-0.46,0
535155.75,3541959.58,wet,assumed perennial,2021-02-21,433.33,703.67,904.44,1854.56,0,-0.45,0
535140.92,3541961.88,wet,assumed perennial,2021-02-21,391.00,656.33,863.44,1778.00,0,-0.46,0
535135.98,3541962.65,wet,assumed perennial,2021-02-21,448.44,713.00,930.78,1857.00,0,-0.45,0
535131.04,3541963.41,wet,assumed perennial,2021-02-21,455.11,719.44,931.22,1850.78,0,-0.44,0
533482.61,3542675.68,wet,assumed perennial,2021-02-21,489.33,785.78,1010.44,1878.56,0,-0.41,0
535126.10,3541964.18,wet,assumed perennial,2021-02-21,424.67,695.67,880.22,1749.44,0,-0.43,0
535160.69,3541958.81,wet,assumed perennial,2021-02-21,396.78,668.44,874.89,1800.22,0,-0.46,0
535170.57,3541957.28,wet,assumed perennial,2021-02-21,390.22,674.67,880.33,1841.78,0,-0.46,0
535175.51,3541956.52,wet,assumed perennial,2021-02-21,405.11,683.00,894.78,1894.89,0,-0.47,0
535195.27,3541953.45,wet,assumed perennial,2021-02-21,390.33,676.00,837.78,1726.22,0,-0.44,0
535190.33,3541954.22,wet,assumed perennial,2021-02-21,357.89,650.33,829.78,1697.89,0,-0.45,0
535185.39,3541954.98,wet,assumed perennial,2021-02-21,355.44,646.22,841.67,1736.56,0,-0.46,0
535180.45,3541955.75,wet,assumed perennial,2021-02-21,374.44,667.89,854.44,1814.56,0,-0.46,0
535165.63,3541958.05,wet,assumed perennial,2021-02-21,367.56,670.44,873.67,1824.22,0,-0.46,0
533487.55,3542676.47,wet,assumed perennial,2021-02-21,509.11,792.44,1036.89,1835.22,0,-0.40,0
533492.49,3542677.26,wet,assumed perennial,2021-02-21,533.67,816.00,1054.44,1844.00,0,-0.39,0
533512.24,3542680.42,wet,assumed perennial,2021-02-21,611.44,931.22,1175.00,1970.22,0,-0.36,0
535400.11,3541911.20,wet,assumed perennial,2021-02-21,443.00,731.56,968.00,1862.67,0,-0.44,0
530514.64,3544471.63,wet,assumed perennial,2021-02-21,755.89,1088.44,1441.11,2125.00,0,-0.32,0
530519.48,3544472.89,wet,assumed perennial,2021-02-21,740.22,1062.11,1402.22,2105.22,0,-0.33,0
530524.36,3544473.83,wet,assumed perennial,2021-02-21,683.22,1015.89,1317.00,1990.11,0,-0.32,0
530529.36,3544474.02,wet,assumed perennial,2021-02-21,643.44,954.00,1246.56,1929.89,0,-0.34,0
530534.36,3544474.21,wet,assumed perennial,2021-02-21,588.89,905.22,1180.89,1886.78,0,-0.35,0
530539.31,3544473.64,wet,assumed perennial,2021-02-21,469.67,773.11,988.44,1779.11,0,-0.39,0
533536.93,3542684.36,wet,assumed perennial,2021-02-21,484.78,770.44,947.89,1562.89,0,-0.34,0
533531.99,3542683.57,wet,assumed perennial,2021-02-21,563.78,838.11,1056.89,1748.22,0,-0.35,0
533527.05,3542682.79,wet,assumed perennial,2021-02-21,586.00,853.67,1093.11,1814.00,0,-0.36,0
533522.11,3542682.00,wet,assumed perennial,2021-02-21,586.56,868.22,1103.00,1823.22,0,-0.35,0
533517.18,3542681.21,wet,assumed perennial,2021-02-21,593.11,893.78,1133.33,1875.11,0,-0.35,0
533472.74,3542674.11,wet,assumed perennial,2021-02-21,588.89,910.22,1147.00,2053.89,0,-0.39,0
533477.68,3542674.90,wet,assumed perennial,2021-02-21,535.44,859.78,1090.67,1995.00,0,-0.40,0
533497.43,3542678.05,wet,assumed perennial,2021-02-21,572.56,868.89,1083.22,1875.89,0,-0.37,0
533502.36,3542678.84,wet,assumed perennial,2021-02-21,609.56,900.33,1159.67,1920.56,0,-0.36,0
533507.30,3542679.63,wet,assumed perennial,2021-02-21,593.56,899.00,1152.33,1917.33,0,-0.36,0
535210.10,3541951.15,wet,assumed perennial,2021-02-21,383.44,681.67,886.44,1790.67,0,-0.45,0
535205.15,3541951.92,wet,assumed perennial,2021-02-21,414.67,700.67,886.89,1813.67,0,-0.44,0
530509.80,3544470.36,wet,assumed perennial,2021-02-21,762.67,1128.00,1477.44,2185.11,0,-0.32,0
535219.98,3541949.62,wet,assumed perennial,2021-02-21,373.89,656.11,866.00,1753.00,0,-0.46,0
535328.68,3541932.76,wet,assumed perennial,2021-02-21,473.78,794.78,1020.00,1983.33,0,-0.43,0
535323.74,3541933.52,wet,assumed perennial,2021-02-21,489.78,810.67,1016.89,2011.44,0,-0.43,0
535333.62,3541931.99,wet,assumed perennial,2021-02-21,420.56,726.67,961.78,1914.56,0,-0.45,0
535338.56,3541931.23,wet,assumed perennial,2021-02-21,438.56,748.22,977.89,1908.67,0,-0.44,0
535358.10,3541927.32,wet,assumed perennial,2021-02-21,534.22,815.00,996.67,1918.44,0,-0.40,0
535200.21,3541952.68,wet,assumed perennial,2021-02-21,427.33,695.11,866.44,1786.89,0,-0.44,0
535367.44,3541923.74,wet,assumed perennial,2021-02-21,451.11,735.11,936.78,1783.56,0,-0.42,0
535318.80,3541934.29,wet,assumed perennial,2021-02-21,521.56,815.33,1009.56,1994.00,0,-0.42,0
535372.10,3541921.95,wet,assumed perennial,2021-02-21,514.78,803.00,1011.67,1970.67,0,-0.42,0
535348.44,3541929.69,wet,assumed perennial,2021-02-21,543.11,829.78,1049.33,2026.44,0,-0.42,0
535343.50,3541930.46,wet,assumed perennial,2021-02-21,465.89,768.44,998.89,1942.67,0,-0.43,0
535445.90,3541891.13,wet,assumed perennial,2021-02-21,445.44,721.78,901.89,1849.22,0,-0.44,0
535441.34,3541893.17,wet,assumed perennial,2021-02-21,394.89,720.11,897.89,1821.44,0,-0.43,0
535436.77,3541895.22,wet,assumed perennial,2021-02-21,335.89,666.00,837.78,1650.44,0,-0.42,0
535432.21,3541897.26,wet,assumed perennial,2021-02-21,344.78,651.00,825.67,1676.33,0,-0.44,0
535409.38,3541907.46,wet,assumed perennial,2021-02-21,484.89,767.22,947.89,1884.11,0,-0.42,0
535353.38,3541928.93,wet,assumed perennial,2021-02-21,545.44,831.56,1024.00,1984.22,0,-0.41,0
535308.91,3541935.82,wet,assumed perennial,2021-02-21,446.89,703.56,885.56,1788.44,0,-0.44,0
535362.77,3541925.53,wet,assumed perennial,2021-02-21,451.22,733.89,934.78,1770.00,0,-0.41,0
535313.86,3541935.06,wet,assumed perennial,2021-02-21,484.89,758.78,942.22,1891.89,0,-0.43,0
535303.97,3541936.59,wet,assumed perennial,2021-02-21,380.56,640.56,806.67,1591.11,0,-0.43,0
535224.92,3541948.85,wet,assumed perennial,2021-02-21,400.33,698.33,919.22,1856.33,0,-0.45,0
535229.86,3541948.09,wet,assumed perennial,2021-02-21,419.56,726.67,956.67,1910.11,0,-0.45,0
535234.80,3541947.32,wet,assumed perennial,2021-02-21,454.56,753.44,1021.44,1953.44,0,-0.44,0
535239.74,3541946.55,wet,assumed perennial,2021-02-21,416.89,703.78,951.67,1801.33,0,-0.44,0
535244.68,3541945.79,wet,assumed perennial,2021-02-21,413.11,706.00,955.89,1788.78,0,-0.43,0
535249.62,3541945.02,wet,assumed perennial,2021-02-21,399.56,714.00,946.67,1752.78,0,-0.42,0
535254.56,3541944.25,wet,assumed perennial,2021-02-21,420.78,725.78,951.78,1786.11,0,-0.42,0
535215.04,3541950.38,wet,assumed perennial,2021-02-21,399.89,669.44,892.89,1773.11,0,-0.45,0
535264.45,3541942.72,wet,assumed perennial,2021-02-21,394.00,669.56,911.56,1703.78,0,-0.44,0
535299.03,3541937.36,wet,assumed perennial,2021-02-21,360.22,630.22,781.33,1546.22,0,-0.42,0
535294.09,3541938.12,wet,assumed perennial,2021-02-21,369.67,645.89,784.89,1668.56,0,-0.44,0
535289.15,3541938.89,wet,assumed perennial,2021-02-21,373.00,651.89,811.22,1693.56,0,-0.44,0
535284.21,3541939.66,wet,assumed perennial,2021-02-21,383.78,656.67,825.67,1697.67,0,-0.44,0
535279.27,3541940.42,wet,assumed perennial,2021-02-21,393.22,637.67,832.11,1656.44,0,-0.44,0
535274.33,3541941.19,wet,assumed perennial,2021-02-21,378.78,648.22,884.44,1638.00,0,-0.43,0
535269.39,3541941.95,wet,assumed perennial,2021-02-21,376.78,655.22,901.89,1636.56,0,-0.43,0
535259.50,3541943.49,wet,assumed perennial,2021-02-21,394.33,681.00,889.89,1694.44,0,-0.43,0
535512.02,3541875.93,wet,assumed perennial,2021-02-25,454.56,686.67,979.89,1552.78,0,-0.39,0
535521.98,3541876.84,wet,assumed perennial,2021-02-25,448.33,685.11,949.33,1591.33,0,-0.40,0
535526.96,3541877.30,wet,assumed perennial,2021-02-25,465.33,710.33,986.67,1654.11,0,-0.40,0
535531.94,3541877.76,wet,assumed perennial,2021-02-25,562.78,811.89,1142.22,1851.22,0,-0.39,0
535625.52,3541854.76,wet,assumed perennial,2021-02-25,523.56,772.11,1053.44,1673.22,0,-0.37,0
535630.00,3541852.53,wet,assumed perennial,2021-02-25,604.67,850.78,1159.22,1788.78,0,-0.36,0
535634.68,3541851.17,wet,assumed perennial,2021-02-25,615.56,857.78,1166.67,1810.22,0,-0.36,0
535612.09,3541861.42,wet,assumed perennial,2021-02-25,572.89,810.56,1145.33,1739.78,0,-0.36,0
535644.68,3541851.22,wet,assumed perennial,2021-02-25,538.89,775.44,1041.33,1666.67,0,-0.36,0
535621.04,3541856.98,wet,assumed perennial,2021-02-25,462.78,704.78,958.22,1576.22,0,-0.38,0
535616.56,3541859.20,wet,assumed perennial,2021-02-25,495.44,720.67,1008.89,1586.11,0,-0.38,0
535607.61,3541863.64,wet,assumed perennial,2021-02-25,677.22,937.67,1323.44,1952.56,0,-0.35,0
535674.35,3541852.91,wet,assumed perennial,2021-02-25,769.33,1032.11,1343.56,2127.33,0,-0.35,0
535669.68,3541851.35,wet,assumed perennial,2021-02-25,717.78,967.89,1279.00,2053.00,0,-0.36,0
535683.47,3541857.01,wet,assumed perennial,2021-02-25,784.00,1041.11,1362.67,2188.67,0,-0.36,0
535639.68,3541851.20,wet,assumed perennial,2021-02-25,533.56,773.67,1043.11,1693.89,0,-0.37,0
535517.00,3541876.39,wet,assumed perennial,2021-02-25,446.67,674.67,952.89,1540.89,0,-0.39,0
535381.44,3541918.36,wet,assumed perennial,2021-02-25,713.67,973.33,1326.44,2201.89,0,-0.39,0
535507.04,3541875.47,wet,assumed perennial,2021-02-25,489.11,735.67,1054.89,1639.89,0,-0.38,0
535692.59,3541861.10,wet,assumed perennial,2021-02-25,720.78,971.22,1285.44,2090.33,0,-0.37,0
535376.77,3541920.15,wet,assumed perennial,2021-02-25,684.22,944.33,1290.56,2105.67,0,-0.38,0
535413.95,3541905.42,wet,assumed perennial,2021-02-25,676.11,922.11,1246.78,2153.89,0,-0.40,0
535418.51,3541903.38,wet,assumed perennial,2021-02-25,670.78,915.22,1238.11,2179.22,0,-0.41,0
535423.08,3541901.34,wet,assumed perennial,2021-02-25,550.56,786.67,1068.78,1887.00,0,-0.41,0
535427.64,3541899.30,wet,assumed perennial,2021-02-25,504.67,740.00,1011.78,1787.11,0,-0.41,0
535450.47,3541889.09,wet,assumed perennial,2021-02-25,565.56,805.78,1121.22,1824.67,0,-0.39,0
535459.59,3541885.01,wet,assumed perennial,2021-02-25,598.56,840.78,1152.22,1909.89,0,-0.39,0
535455.03,3541887.05,wet,assumed perennial,2021-02-25,581.44,830.67,1148.44,1906.00,0,-0.39,0
535468.72,3541880.93,wet,assumed perennial,2021-02-25,525.44,757.00,1050.33,1724.44,0,-0.39,0
535464.16,3541882.97,wet,assumed perennial,2021-02-25,581.56,809.67,1110.11,1830.22,0,-0.39,0
535473.29,3541878.89,wet,assumed perennial,2021-02-25,498.44,735.00,1023.56,1657.56,0,-0.39,0
535477.85,3541876.85,wet,assumed perennial,2021-02-25,501.00,722.56,1015.44,1624.67,0,-0.38,0
535487.13,3541873.64,wet,assumed perennial,2021-02-25,507.78,719.78,1004.67,1615.78,0,-0.38,0
535482.42,3541874.81,wet,assumed perennial,2021-02-25,504.56,713.33,1002.56,1618.11,0,-0.39,0
535497.09,3541874.56,wet,assumed perennial,2021-02-25,533.56,753.33,1061.56,1690.56,0,-0.38,0
535492.11,3541874.10,wet,assumed perennial,2021-02-25,505.56,724.00,1005.11,1635.89,0,-0.39,0
535502.06,3541875.02,wet,assumed perennial,2021-02-25,522.00,763.00,1083.89,1703.56,0,-0.38,0
535688.03,3541859.06,wet,assumed perennial,2021-02-25,748.78,1007.00,1322.89,2155.33,0,-0.36,0
535719.32,3541874.38,wet,assumed perennial,2021-02-25,680.33,922.67,1263.00,2061.67,0,-0.38,0
535697.15,3541863.15,wet,assumed perennial,2021-02-25,714.00,957.11,1267.00,2058.11,0,-0.37,0
535786.09,3541934.72,wet,assumed perennial,2021-02-25,577.56,831.44,1111.89,1872.78,0,-0.39,0
535782.38,3541931.36,wet,assumed perennial,2021-02-25,506.00,746.22,1006.00,1712.11,0,-0.39,0
535789.80,3541938.07,wet,assumed perennial,2021-02-25,655.11,926.89,1219.89,2053.44,0,-0.38,0
535794.09,3541940.63,wet,assumed perennial,2021-02-25,728.89,984.33,1292.78,2171.56,0,-0.38,0
535798.40,3541943.16,wet,assumed perennial,2021-02-25,754.56,995.44,1306.33,2188.56,0,-0.37,0
535802.71,3541945.70,wet,assumed perennial,2021-02-25,755.44,990.22,1291.22,2160.67,0,-0.37,0
535837.19,3541965.99,wet,assumed perennial,2021-02-25,582.11,843.67,1157.44,1826.56,0,-0.37,0
535701.71,3541865.20,wet,assumed perennial,2021-02-25,695.89,938.56,1228.22,2037.56,0,-0.37,0
535841.49,3541968.53,wet,assumed perennial,2021-02-25,601.11,854.22,1164.22,1826.78,0,-0.36,0
535824.26,3541958.38,wet,assumed perennial,2021-02-25,626.56,882.22,1165.33,1963.00,0,-0.38,0
535828.57,3541960.92,wet,assumed perennial,2021-02-25,568.56,827.11,1103.11,1819.56,0,-0.37,0
535819.95,3541955.84,wet,assumed perennial,2021-02-25,680.44,924.00,1220.89,2075.11,0,-0.38,0
535815.64,3541953.31,wet,assumed perennial,2021-02-25,694.33,937.67,1240.22,2080.22,0,-0.38,0
535811.33,3541950.77,wet,assumed perennial,2021-02-25,708.11,945.78,1250.67,2084.11,0,-0.38,0
535807.02,3541948.24,wet,assumed perennial,2021-02-25,718.22,954.44,1252.44,2090.11,0,-0.37,0
