x,y,wetdry,assumption,date,blue,green,red,NIR,missing,NDWI,p
536405.83,3541492.13,dry,assumed dry,2019-12-16,181.22,423.11,685.78,1726.89,0,-0.61,0
536416.23,3541482.29,dry,assumed dry,2019-12-16,58.67,193.78,381.44,1147.67,0,-0.71,0
536416.23,3541482.29,dry,assumed dry,2019-12-16,58.89,207.00,413.89,1148.22,0,-0.69,0
536490.28,3541263.37,dry,assumed dry,2019-12-16,452.56,679.89,933.44,1994.44,0,-0.49,0
536378.61,3541513.96,dry,assumed dry,2019-12-16,491.33,864.00,1261.89,2915.89,0,-0.54,0
536378.61,3541513.96,dry,assumed dry,2019-12-16,490.44,851.22,1296.67,2915.89,0,-0.55,0
536386.87,3541508.31,dry,assumed dry,2019-12-16,334.11,650.22,1031.56,2523.11,0,-0.59,0
536386.87,3541508.31,dry,assumed dry,2019-12-16,368.78,685.89,1056.78,2522.22,0,-0.57,0
536382.74,3541511.14,dry,assumed dry,2019-12-16,415.67,743.67,1129.56,2739.67,0,-0.57,0
536382.74,3541511.14,dry,assumed dry,2019-12-16,398.67,754.56,1176.56,2739.11,0,-0.57,0
536390.99,3541505.49,dry,assumed dry,2019-12-16,379.00,674.56,1050.78,2429.44,0,-0.57,0
536390.99,3541505.49,dry,assumed dry,2019-12-16,419.67,708.33,1051.00,2429.22,0,-0.55,0
536398.57,3541499.01,dry,assumed dry,2019-12-16,560.89,829.89,1205.22,2697.11,0,-0.53,0
536398.57,3541499.01,dry,assumed dry,2019-12-16,573.33,831.89,1216.33,2696.33,0,-0.53,0
536394.94,3541502.45,dry,assumed dry,2019-12-16,578.89,857.33,1241.56,2757.11,0,-0.53,0
536394.94,3541502.45,dry,assumed dry,2019-12-16,568.56,848.78,1220.44,2757.11,0,-0.53,0
536430.75,3541468.54,dry,assumed dry,2019-12-16,58.89,300.33,518.78,1363.67,0,-0.64,0
536430.75,3541468.54,dry,assumed dry,2019-12-16,92.00,296.78,475.89,1364.22,0,-0.64,0
536473.14,3541398.31,dry,assumed dry,2019-12-16,421.78,756.56,1127.89,2853.22,0,-0.58,0
536473.14,3541398.31,dry,assumed dry,2019-12-16,421.56,749.22,1109.00,2855.22,0,-0.58,0
536473.01,3541403.31,dry,assumed dry,2019-12-16,356.89,685.33,1029.89,2724.00,0,-0.60,0
536473.01,3541403.31,dry,assumed dry,2019-12-16,347.44,675.78,1015.11,2725.22,0,-0.60,0
536472.43,3541413.21,dry,assumed dry,2019-12-16,441.78,773.89,1107.00,2696.78,0,-0.55,0
536472.43,3541413.21,dry,assumed dry,2019-12-16,473.22,774.44,1127.89,2696.33,0,-0.55,0
536469.94,3541417.54,dry,assumed dry,2019-12-16,454.89,802.56,1162.22,2817.89,0,-0.56,0
536467.45,3541421.88,dry,assumed dry,2019-12-16,442.22,799.22,1183.11,2928.44,0,-0.57,0
536467.45,3541421.88,dry,assumed dry,2019-12-16,469.33,795.78,1158.89,2927.11,0,-0.57,0
536464.96,3541426.21,dry,assumed dry,2019-12-16,421.78,796.56,1195.56,2920.56,0,-0.57,0
536464.96,3541426.21,dry,assumed dry,2019-12-16,454.44,794.89,1183.33,2920.78,0,-0.57,0
536445.27,3541454.79,dry,assumed dry,2019-12-16,294.44,582.67,933.33,2468.78,0,-0.62,0
536445.27,3541454.79,dry,assumed dry,2019-12-16,239.44,583.89,886.00,2468.44,0,-0.62,0
536469.94,3541417.54,dry,assumed dry,2019-12-16,498.00,805.11,1163.78,2817.00,0,-0.56,0
536490.28,3541263.37,dry,assumed dry,2019-12-16,424.11,659.11,957.89,1994.89,0,-0.50,0
536472.89,3541408.30,dry,assumed dry,2019-12-16,340.00,667.00,1000.00,2626.89,0,-0.60,0
536434.38,3541465.10,dry,assumed dry,2019-12-16,137.44,397.56,643.78,1610.00,0,-0.60,0
536434.38,3541465.10,dry,assumed dry,2019-12-16,137.00,375.67,597.00,1611.00,0,-0.62,0
536448.90,3541451.35,dry,assumed dry,2019-12-16,267.22,560.11,867.00,2355.33,0,-0.62,0
536448.90,3541451.35,dry,assumed dry,2019-12-16,277.44,591.00,911.22,2355.33,0,-0.60,0
536452.49,3541447.88,dry,assumed dry,2019-12-16,278.89,560.44,858.11,2260.11,0,-0.60,0
536452.49,3541447.88,dry,assumed dry,2019-12-16,287.11,591.11,919.22,2261.11,0,-0.59,0
536472.89,3541408.30,dry,assumed dry,2019-12-16,333.67,663.44,969.11,2626.22,0,-0.60,0
536454.99,3541443.55,dry,assumed dry,2019-12-16,340.56,627.22,956.67,2285.22,0,-0.57,0
536457.48,3541439.22,dry,assumed dry,2019-12-16,359.44,706.22,1047.00,2543.00,0,-0.57,0
536457.48,3541439.22,dry,assumed dry,2019-12-16,382.33,690.00,1022.78,2543.56,0,-0.57,0
536459.97,3541434.88,dry,assumed dry,2019-12-16,331.00,705.89,1036.00,2580.44,0,-0.57,0
536459.97,3541434.88,dry,assumed dry,2019-12-16,374.56,696.67,1037.00,2580.44,0,-0.57,0
536462.46,3541430.55,dry,assumed dry,2019-12-16,354.11,736.89,1093.56,2697.78,0,-0.57,0
536462.46,3541430.55,dry,assumed dry,2019-12-16,414.56,746.89,1116.44,2697.78,0,-0.57,0
536454.99,3541443.55,dry,assumed dry,2019-12-16,340.11,633.11,958.56,2286.56,0,-0.57,0
536486.11,3541266.13,dry,assumed dry,2019-12-16,391.67,636.78,881.00,1879.11,0,-0.49,0
536473.39,3541388.31,dry,assumed dry,2019-12-16,665.67,1029.00,1467.78,3583.33,0,-0.55,0
536473.39,3541388.31,dry,assumed dry,2019-12-16,643.44,1023.78,1485.11,3584.89,0,-0.56,0
536473.26,3541393.31,dry,assumed dry,2019-12-16,566.89,933.67,1342.00,3269.56,0,-0.56,0
536473.26,3541393.31,dry,assumed dry,2019-12-16,584.00,922.00,1353.78,3272.33,0,-0.56,0
536473.51,3541383.31,dry,assumed dry,2019-12-16,665.22,1010.11,1439.33,3586.22,0,-0.56,0
536473.51,3541383.31,dry,assumed dry,2019-12-16,650.33,1030.00,1469.44,3585.89,0,-0.55,0
536474.13,3541358.32,dry,assumed dry,2019-12-16,111.78,352.33,584.78,1693.00,0,-0.66,0
536474.13,3541358.32,dry,assumed dry,2019-12-16,114.22,347.22,604.56,1691.00,0,-0.66,0
536474.38,3541348.32,dry,assumed dry,2019-12-16,91.89,284.67,498.67,1375.44,0,-0.66,0
536474.38,3541348.32,dry,assumed dry,2019-12-16,85.56,278.11,476.89,1376.33,0,-0.66,0
536474.26,3541353.32,dry,assumed dry,2019-12-16,81.67,286.67,512.11,1495.22,0,-0.68,0
536474.26,3541353.32,dry,assumed dry,2019-12-16,62.00,273.89,505.00,1493.78,0,-0.69,0
536473.64,3541378.31,dry,assumed dry,2019-12-16,514.44,858.11,1209.67,3105.33,0,-0.57,0
536473.64,3541378.31,dry,assumed dry,2019-12-16,519.22,831.56,1188.44,3108.44,0,-0.58,0
536473.76,3541373.31,dry,assumed dry,2019-12-16,300.56,618.44,918.11,2533.22,0,-0.61,0
536206.32,3541857.20,dry,assumed dry,2019-12-16,161.78,361.56,596.11,1501.00,0,-0.61,0
536202.63,3541860.58,dry,assumed dry,2019-12-16,134.11,330.56,553.11,1445.78,0,-0.63,0
536217.39,3541847.08,dry,assumed dry,2019-12-16,6.67,107.67,269.44,893.44,0,-0.78,0
536224.77,3541840.33,dry,assumed dry,2019-12-16,51.89,205.00,358.89,1061.00,0,-0.68,0
536221.08,3541843.71,dry,assumed dry,2019-12-16,22.67,140.00,287.89,907.11,0,-0.73,0
536474.63,3541338.33,dry,assumed dry,2019-12-16,245.22,463.67,704.22,1727.78,0,-0.58,0
536232.15,3541833.58,dry,assumed dry,2019-12-16,209.44,447.33,613.78,1470.33,0,-0.53,0
536474.01,3541363.32,dry,assumed dry,2019-12-16,218.11,503.44,773.00,2044.89,0,-0.60,0
536474.01,3541363.32,dry,assumed dry,2019-12-16,226.78,501.67,817.89,2043.78,0,-0.61,0
536473.88,3541368.32,dry,assumed dry,2019-12-16,269.11,562.33,879.22,2338.56,0,-0.61,0
536473.88,3541368.32,dry,assumed dry,2019-12-16,271.33,568.78,885.89,2337.33,0,-0.61,0
536473.76,3541373.31,dry,assumed dry,2019-12-16,317.00,613.67,938.56,2535.11,0,-0.61,0
536228.46,3541836.96,dry,assumed dry,2019-12-16,103.33,296.33,471.11,1233.89,0,-0.61,0
536474.63,3541338.33,dry,assumed dry,2019-12-16,249.11,449.22,669.89,1729.44,0,-0.59,0
536474.51,3541343.32,dry,assumed dry,2019-12-16,206.22,413.00,644.00,1596.78,0,-0.59,0
536475.00,3541323.33,dry,assumed dry,2019-12-16,292.33,607.56,885.00,2487.00,0,-0.61,0
536482.85,3541269.61,dry,assumed dry,2019-12-16,331.11,561.56,778.44,1684.33,0,-0.50,0
536482.85,3541269.61,dry,assumed dry,2019-12-16,351.44,548.00,770.89,1684.78,0,-0.51,0
536481.08,3541274.29,dry,assumed dry,2019-12-16,303.78,534.44,747.44,1618.78,0,-0.50,0
536481.08,3541274.29,dry,assumed dry,2019-12-16,325.33,505.78,727.44,1619.33,0,-0.52,0
536475.75,3541293.34,dry,assumed dry,2019-12-16,324.56,581.33,887.33,2129.89,0,-0.57,0
536475.00,3541323.33,dry,assumed dry,2019-12-16,290.56,600.44,871.33,2485.89,0,-0.61,0
536475.75,3541293.34,dry,assumed dry,2019-12-16,334.44,579.00,918.00,2127.78,0,-0.57,0
536475.87,3541288.34,dry,assumed dry,2019-12-16,157.00,365.33,611.33,1669.22,0,-0.64,0
536475.87,3541288.34,dry,assumed dry,2019-12-16,153.89,373.22,627.11,1666.89,0,-0.63,0
536477.56,3541283.65,dry,assumed dry,2019-12-16,55.56,241.00,447.22,1313.67,0,-0.69,0
536477.56,3541283.65,dry,assumed dry,2019-12-16,63.44,230.00,426.67,1312.56,0,-0.70,0
536479.32,3541278.97,dry,assumed dry,2019-12-16,130.78,342.89,554.22,1432.56,0,-0.61,0
536479.32,3541278.97,dry,assumed dry,2019-12-16,152.56,307.67,516.78,1431.89,0,-0.65,0
536486.11,3541266.13,dry,assumed dry,2019-12-16,420.67,650.11,900.11,1879.78,0,-0.49,0
536475.13,3541318.33,dry,assumed dry,2019-12-16,247.11,586.33,866.56,2666.22,0,-0.64,0
536474.51,3541343.32,dry,assumed dry,2019-12-16,204.44,389.89,601.22,1598.44,0,-0.61,0
536474.88,3541328.33,dry,assumed dry,2019-12-16,295.56,553.56,816.89,2189.67,0,-0.60,0
536474.88,3541328.33,dry,assumed dry,2019-12-16,279.89,567.22,816.44,2190.78,0,-0.59,0
536474.75,3541333.33,dry,assumed dry,2019-12-16,294.89,539.78,793.78,2008.11,0,-0.58,0
536474.75,3541333.33,dry,assumed dry,2019-12-16,292.56,545.00,784.78,2009.78,0,-0.57,0
536475.38,3541308.33,dry,assumed dry,2019-12-16,338.11,647.89,938.00,2670.67,0,-0.61,0
536475.13,3541318.33,dry,assumed dry,2019-12-16,303.56,618.89,904.44,2667.33,0,-0.62,0
536475.38,3541308.33,dry,assumed dry,2019-12-16,358.11,660.78,981.00,2670.11,0,-0.60,0
536475.50,3541303.34,dry,assumed dry,2019-12-16,373.56,673.44,969.89,2469.44,0,-0.57,0
536475.50,3541303.34,dry,assumed dry,2019-12-16,399.67,695.89,1011.22,2468.89,0,-0.56,0
536475.62,3541298.34,dry,assumed dry,2019-12-16,365.89,642.11,957.33,2296.00,0,-0.56,0
536475.62,3541298.34,dry,assumed dry,2019-12-16,394.67,656.89,1003.56,2294.67,0,-0.55,0
536475.25,3541313.33,dry,assumed dry,2019-12-16,307.89,627.11,921.22,2731.89,0,-0.63,0
536475.25,3541313.33,dry,assumed dry,2019-12-16,348.89,650.89,970.44,2732.00,0,-0.62,0
536441.64,3541458.23,dry,assumed dry,2019-12-16,229.56,509.22,853.11,2301.33,0,-0.64,0
536441.64,3541458.23,dry,assumed dry,2019-12-16,208.67,531.11,838.11,2300.67,0,-0.62,0
536293.67,3541690.98,dry,assumed dry,2019-12-16,540.78,826.22,1179.67,2779.44,0,-0.54,0
536295.89,3541695.46,dry,assumed dry,2019-12-16,439.56,722.89,1040.00,2583.00,0,-0.56,0
536291.46,3541686.50,dry,assumed dry,2019-12-16,590.78,897.11,1299.67,3074.00,0,-0.55,0
536289.24,3541682.02,dry,assumed dry,2019-12-16,518.00,806.44,1176.00,2908.67,0,-0.57,0
536287.02,3541677.54,dry,assumed dry,2019-12-16,356.89,656.56,1002.22,2827.00,0,-0.62,0
536284.81,3541673.05,dry,assumed dry,2019-12-16,268.33,521.56,848.00,2351.56,0,-0.64,0
536282.59,3541668.57,dry,assumed dry,2019-12-16,250.89,507.78,814.22,2158.33,0,-0.62,0
536280.37,3541664.09,dry,assumed dry,2019-12-16,292.22,590.44,893.89,2430.89,0,-0.61,0
536303.86,3541728.59,dry,assumed dry,2019-12-16,311.11,656.89,1026.33,2932.22,0,-0.63,0
536278.15,3541659.61,dry,assumed dry,2019-12-16,287.00,571.67,879.00,2389.11,0,-0.61,0
536275.94,3541655.13,dry,assumed dry,2019-12-16,253.56,556.11,858.22,2347.89,0,-0.62,0
536271.38,3541606.24,dry,assumed dry,2019-12-16,31.67,165.33,294.56,897.56,0,-0.69,0
536271.38,3541606.24,dry,assumed dry,2019-12-16,38.89,150.00,291.33,897.56,0,-0.71,0
536271.36,3541611.24,dry,assumed dry,2019-12-16,53.89,200.89,329.11,935.22,0,-0.65,0
536271.36,3541611.24,dry,assumed dry,2019-12-16,65.67,169.44,331.78,935.22,0,-0.69,0
536271.24,3541631.24,dry,assumed dry,2019-12-16,258.11,493.56,763.11,1921.00,0,-0.59,0
536271.24,3541631.24,dry,assumed dry,2019-12-16,272.56,501.22,737.22,1921.89,0,-0.59,0
536271.22,3541636.24,dry,assumed dry,2019-12-16,343.67,624.67,921.11,2281.11,0,-0.57,0
536271.19,3541641.24,dry,assumed dry,2019-12-16,206.22,416.67,610.22,1570.89,0,-0.58,0
536271.19,3541641.24,dry,assumed dry,2019-12-16,297.89,594.11,901.22,2353.67,0,-0.60,0
536271.50,3541646.16,dry,assumed dry,2019-12-16,105.11,210.89,308.56,784.22,0,-0.58,0
536271.50,3541646.16,dry,assumed dry,2019-12-16,264.89,570.44,868.33,2334.11,0,-0.61,0
536273.72,3541650.65,dry,assumed dry,2019-12-16,200.00,516.78,779.33,2158.67,0,-0.61,0
536271.22,3541636.24,dry,assumed dry,2019-12-16,364.33,641.44,949.11,2281.56,0,-0.56,0
536303.88,3541723.59,dry,assumed dry,2019-12-16,323.78,659.00,1011.56,3028.44,0,-0.64,0
536303.89,3541718.59,dry,assumed dry,2019-12-16,325.67,665.11,999.67,2890.22,0,-0.63,0
536283.81,3541786.34,dry,assumed dry,2019-12-16,317.33,627.33,950.00,2508.78,0,-0.60,0
536272.74,3541796.47,dry,assumed dry,2019-12-16,301.33,551.56,850.00,2074.56,0,-0.58,0
536276.43,3541793.09,dry,assumed dry,2019-12-16,302.56,565.56,876.33,2167.00,0,-0.59,0
536280.12,3541789.72,dry,assumed dry,2019-12-16,346.00,660.89,994.78,2567.78,0,-0.59,0
536287.50,3541782.97,dry,assumed dry,2019-12-16,228.67,541.89,824.56,2227.11,0,-0.61,0
536297.59,3541772.10,dry,assumed dry,2019-12-16,371.67,642.00,943.33,2334.11,0,-0.57,0
536294.88,3541776.22,dry,assumed dry,2019-12-16,338.78,612.89,882.78,2134.44,0,-0.55,0
536291.19,3541779.60,dry,assumed dry,2019-12-16,234.00,536.33,789.11,2044.33,0,-0.58,0
536299.85,3541767.65,dry,assumed dry,2019-12-16,292.67,568.44,840.56,2256.11,0,-0.60,0
537255.94,3540835.48,dry,assumed dry,2019-12-16,49.33,234.44,386.78,1697.11,0,-0.76,0
537236.65,3540840.77,dry,assumed dry,2019-12-16,120.89,378.67,586.33,2171.11,0,-0.70,0
536303.90,3541713.59,dry,assumed dry,2019-12-16,339.67,668.56,1004.56,2811.67,0,-0.62,0
536302.54,3541708.91,dry,assumed dry,2019-12-16,391.56,685.11,1031.56,2714.44,0,-0.60,0
536300.32,3541704.43,dry,assumed dry,2019-12-16,371.44,680.44,985.67,2692.11,0,-0.60,0
536298.11,3541699.94,dry,assumed dry,2019-12-16,430.33,730.56,1053.78,2682.00,0,-0.57,0
536302.12,3541763.19,dry,assumed dry,2019-12-16,261.89,482.89,720.22,1990.22,0,-0.61,0
536303.85,3541733.59,dry,assumed dry,2019-12-16,302.67,654.11,1032.78,2851.22,0,-0.63,0
536303.84,3541738.59,dry,assumed dry,2019-12-16,325.33,665.11,1059.33,2734.44,0,-0.61,0
536303.82,3541743.59,dry,assumed dry,2019-12-16,349.33,654.78,1045.00,2609.00,0,-0.60,0
536303.81,3541748.59,dry,assumed dry,2019-12-16,353.89,637.22,1011.78,2524.22,0,-0.60,0
536303.80,3541753.59,dry,assumed dry,2019-12-16,400.33,625.33,933.33,2254.56,0,-0.57,0
536303.79,3541758.59,dry,assumed dry,2019-12-16,351.33,549.22,812.00,2050.78,0,-0.58,0
536271.95,3541601.39,dry,assumed dry,2019-12-16,15.22,112.11,238.00,815.00,0,-0.76,0
536271.95,3541601.39,dry,assumed dry,2019-12-16,23.44,119.22,261.00,815.33,0,-0.74,0
536277.10,3541592.82,dry,assumed dry,2019-12-16,25.44,123.89,266.56,866.22,0,-0.75,0
536277.10,3541592.82,dry,assumed dry,2019-12-16,18.56,97.78,251.44,866.44,0,-0.80,0
536279.67,3541588.54,dry,assumed dry,2019-12-16,15.67,108.11,244.89,841.56,0,-0.77,0
536279.67,3541588.54,dry,assumed dry,2019-12-16,12.00,92.67,230.89,841.78,0,-0.80,0
536291.97,3541573.28,dry,assumed dry,2019-12-16,141.67,367.44,574.22,1734.89,0,-0.65,0
536291.97,3541573.28,dry,assumed dry,2019-12-16,142.33,371.22,571.67,1734.89,0,-0.65,0
536287.85,3541576.10,dry,assumed dry,2019-12-16,82.56,258.00,439.44,1365.44,0,-0.68,0
536296.10,3541570.45,dry,assumed dry,2019-12-16,269.44,531.89,813.44,2303.44,0,-0.62,0
536296.10,3541570.45,dry,assumed dry,2019-12-16,237.33,533.33,817.89,2303.56,0,-0.62,0
536300.23,3541567.63,dry,assumed dry,2019-12-16,302.78,574.89,873.22,2395.44,0,-0.61,0
536300.23,3541567.63,dry,assumed dry,2019-12-16,277.00,570.22,881.44,2395.67,0,-0.62,0
536304.35,3541564.80,dry,assumed dry,2019-12-16,246.00,543.33,798.67,2267.78,0,-0.61,0
536304.35,3541564.80,dry,assumed dry,2019-12-16,278.89,540.44,833.11,2268.22,0,-0.62,0
536287.85,3541576.10,dry,assumed dry,2019-12-16,79.00,263.11,423.78,1365.22,0,-0.68,0
536282.25,3541584.25,dry,assumed dry,2019-12-16,25.56,137.33,271.78,939.44,0,-0.74,0
536438.01,3541461.67,dry,assumed dry,2019-12-16,208.44,479.11,772.67,1976.22,0,-0.61,0
536438.01,3541461.67,dry,assumed dry,2019-12-16,192.89,469.67,752.78,1976.44,0,-0.62,0
536374.49,3541516.79,dry,assumed dry,2019-12-16,473.22,840.11,1242.33,2904.22,0,-0.55,0
536374.49,3541516.79,dry,assumed dry,2019-12-16,477.78,836.56,1265.33,2904.78,0,-0.55,0
536370.36,3541519.61,dry,assumed dry,2019-12-16,435.22,767.78,1179.67,2856.00,0,-0.58,0
536370.36,3541519.61,dry,assumed dry,2019-12-16,435.44,787.33,1209.44,2856.56,0,-0.57,0
536282.25,3541584.25,dry,assumed dry,2019-12-16,31.67,142.44,285.78,939.56,0,-0.74,0
536366.24,3541522.43,dry,assumed dry,2019-12-16,411.00,737.78,1155.22,2865.56,0,-0.59,0
536362.11,3541525.26,dry,assumed dry,2019-12-16,366.67,692.67,1082.89,2745.00,0,-0.60,0
536362.11,3541525.26,dry,assumed dry,2019-12-16,366.22,705.22,1071.44,2745.33,0,-0.59,0
536357.99,3541528.08,dry,assumed dry,2019-12-16,314.22,592.78,975.00,2459.22,0,-0.61,0
536357.99,3541528.08,dry,assumed dry,2019-12-16,310.44,621.33,992.78,2459.89,0,-0.60,0
536284.82,3541579.96,dry,assumed dry,2019-12-16,56.44,184.00,348.33,1121.00,0,-0.72,0
536284.82,3541579.96,dry,assumed dry,2019-12-16,49.22,200.44,336.67,1120.67,0,-0.70,0
536366.24,3541522.43,dry,assumed dry,2019-12-16,389.44,747.56,1149.11,2865.89,0,-0.59,0
536308.48,3541561.98,dry,assumed dry,2019-12-16,184.11,461.78,687.00,1989.33,0,-0.62,0
536349.73,3541533.73,dry,assumed dry,2019-12-16,228.00,484.11,792.22,1991.11,0,-0.61,0
536349.73,3541533.73,dry,assumed dry,2019-12-16,188.11,500.22,784.89,1991.56,0,-0.60,0
536345.61,3541536.56,dry,assumed dry,2019-12-16,303.00,567.00,880.56,2249.33,0,-0.60,0
536345.61,3541536.56,dry,assumed dry,2019-12-16,272.56,575.33,868.89,2249.67,0,-0.59,0
536341.48,3541539.38,dry,assumed dry,2019-12-16,314.11,598.67,916.78,2417.67,0,-0.60,0
536341.48,3541539.38,dry,assumed dry,2019-12-16,296.00,603.33,920.33,2417.89,0,-0.60,0
536271.27,3541626.24,dry,assumed dry,2019-12-16,147.33,353.44,584.00,1616.67,0,-0.64,0
536271.30,3541621.24,dry,assumed dry,2019-12-16,44.67,189.11,357.11,1087.11,0,-0.70,0
536271.30,3541621.24,dry,assumed dry,2019-12-16,45.89,184.56,301.89,1087.67,0,-0.71,0
536271.33,3541616.24,dry,assumed dry,2019-12-16,56.33,202.00,339.11,940.22,0,-0.65,0
536271.33,3541616.24,dry,assumed dry,2019-12-16,59.67,167.44,316.56,940.33,0,-0.70,0
536274.52,3541597.11,dry,assumed dry,2019-12-16,38.22,130.67,289.11,865.00,0,-0.74,0
536274.52,3541597.11,dry,assumed dry,2019-12-16,23.33,119.11,268.89,865.22,0,-0.76,0
536271.27,3541626.24,dry,assumed dry,2019-12-16,158.89,363.00,541.22,1617.89,0,-0.63,0
536308.48,3541561.98,dry,assumed dry,2019-12-16,212.56,469.44,735.67,1989.44,0,-0.62,0
536353.86,3541530.91,dry,assumed dry,2019-12-16,215.33,535.78,862.67,2145.67,0,-0.60,0
536312.60,3541559.15,dry,assumed dry,2019-12-16,156.11,412.67,639.56,1825.33,0,-0.63,0
536312.60,3541559.15,dry,assumed dry,2019-12-16,167.00,419.33,677.56,1825.33,0,-0.63,0
536316.73,3541556.33,dry,assumed dry,2019-12-16,224.11,500.78,760.56,2037.11,0,-0.61,0
536316.73,3541556.33,dry,assumed dry,2019-12-16,239.44,481.56,765.67,2037.11,0,-0.62,0
536320.85,3541553.50,dry,assumed dry,2019-12-16,262.56,551.22,838.89,2197.22,0,-0.60,0
536320.85,3541553.50,dry,assumed dry,2019-12-16,294.89,546.44,870.89,2197.33,0,-0.60,0
536353.86,3541530.91,dry,assumed dry,2019-12-16,243.67,507.56,845.11,2144.89,0,-0.62,0
536329.11,3541547.86,dry,assumed dry,2019-12-16,232.22,526.78,839.44,2425.11,0,-0.64,0
536324.98,3541550.68,dry,assumed dry,2019-12-16,280.11,566.22,886.89,2333.78,0,-0.61,0
536324.98,3541550.68,dry,assumed dry,2019-12-16,287.00,573.11,918.00,2333.89,0,-0.61,0
536333.23,3541545.03,dry,assumed dry,2019-12-16,246.67,537.22,839.67,2420.33,0,-0.64,0
536333.23,3541545.03,dry,assumed dry,2019-12-16,229.22,555.22,882.00,2420.78,0,-0.63,0
536337.36,3541542.21,dry,assumed dry,2019-12-16,295.00,592.22,897.78,2447.00,0,-0.61,0
536337.36,3541542.21,dry,assumed dry,2019-12-16,281.78,587.33,914.22,2447.22,0,-0.61,0
